NOM_ABREV_ORGAO;SGL_UF;NOM_LOCALIDADE;COD_TIPO_AUTOR;UO__Cod_;NOM_ABREV_UNID_ORCA;COD_AUTOR;COD_EMENDA;NOM_AUTOR;SGL_PARTIDO;FUNCPROG;SALDO;UF_AUTOR;Título;200;270;410;420;510
M. da Educação;PR;Paraná;02;26298;FNDE;2038;20380001;Flávio Arns;PT;12.367.1374.0959.0022;500000;PR;Apoio à Adequação de Prédios Escolares para a Educação Especial - Estado do Paraná;500000;500000;450000;0;0
M. da Educação;PR;Paraná;02;26298;FNDE;2038;20380002;Flávio Arns;PT;12.367.1374.09FD.0012;300000;PR;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Estado do Paraná;300000;300000;280000;0;0
M. da Educação;PR;Paraná;02;26298;FNDE;2038;20380005;Flávio Arns;PT;12.367.1374.09EG.0008;700000;PR;Apoio à Distribuição de Equipamentos para a Educação Especial - Estado do Paraná;700000;700000;700000;60000;0
M. da Educação;PR;Paraná;08;26258;CEFET - PR;7117;71170018;Bancada do Parana;S/PARTIDO;12.363.1062.6374.0041;5188800;PR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Paraná;6788800;6788800;466566,52;340849,04;329799,04
M. da Educação;PR;Vera Cruz do Oeste;01;26298;FNDE;1965;19650007;Colombo;PT;12.365.1065.09HJ.0018;100000;PR;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Vera Cruz do Oeste - PR;100000;100000;100000;0;0
M. da Educação;RJ;Aperibé;01;26298;FNDE;1503;15030018;Josias Quintal;PMDB;12.361.1376.0E02.0012;40000;RJ;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Aperibé-RJ;40000;40000;0;0;0
M. da Educação;RJ;Bom Jesus do Itabapoana;01;26236;UF - Fluminense/RJ;1508;15080003;Leonardo Picciani;PMDB;12.363.1062.6374.0016;100000;RJ;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Modernização e Recuperação Física do Colégio Agrícola Ildefonso Bastos Borges - Bom Jesus do Itabapoana - RJ;100000;100000;0;0;0
M. da Educação;RJ;Duque de Caxias;01;26101;M. da Educação;3113;31130004;Alexandre Cardoso;PSB;12.364.1073.0048.0320;150000;RJ;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Implantação de laboratório de inclusão digital - FEUDUC- Duque de Caxias - RJ;150000;150000;0;0;0
M. da Educação;RJ;Duque de Caxias;01;26101;M. da Educação;3305;33050006;Moreira Franco;PMDB;12.364.1073.0048.0328;150000;RJ;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Fundação Educacional - Duque de Caxias - RJ (FEUDUC);150000;150000;0;0;0
M. da Educação;RJ;Duque de Caxias;01;26298;FNDE;1099;10990004;Fernando Lopes;PMDB;12.361.1376.0E01.0004;400000;RJ;Apoio ao Desenvolvimento do Ensino Fundamental - Implantação de Escola Técnica - Duque de Caxias-RJ;400000;400000;0;0;0
M. da Educação;RJ;Niterói;02;26298;FNDE;2317;23170003;Roberto Saturnino;PT;12.367.1374.0959.0026;150000;RJ;Apoio à Adequação de Prédios Escolares para a Educação Especial - Niterói-RJ (Centro Experimental Helena Antipoff);150000;150000;0;0;0
M. da Educação;RJ;Nova Iguaçu;01;26236;UF - Fluminense/RJ;3273;32730001;Lindberg Farias;PT;12.364.1073.4009.0010;500000;RJ;Funcionamento de Cursos de Graduação - Ampliação da  Oferta de Cursos de Graduação  - Nova Iguaçu - RJ;500000;500000;0;0;0
M. da Educação;RJ;Pinheiral;01;26236;UF - Fluminense/RJ;3549;35490019;Antonio Carlos Biscaia;PT;12.363.1062.6374.0058;30000;RJ;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Apoio à Reforma e Ampliação da Estação de Tratamento de Águas- Colégio Agrícola Nilo Peçanha - Pinheiral-RJ;30000;30000;30000;0;0
M. da Educação;RJ;Pinheiral;01;26236;UF - Fluminense/RJ;3576;35760014;Paulo Baltazar;PSB;12.364.1073.6373.0168;50000;RJ;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Reforma dos Prédios Centrais do Colégio Agrícola Nilo Peçanha (CANP) - Pinheiral - RJ;50000;50000;0;0;0
M. da Educação;RJ;Quatis;01;26298;FNDE;1468;14680012;Chico Alencar;PT;12.361.1376.0E02.0010;50000;RJ;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Quatis-RJ;50000;50000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;1334;13340014;Miro Teixeira;PPS;12.302.1073.6379.0024;100000;RJ;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Hospital Universitário Clementino Fraga Filho da UFRJ - Estado do Rio de Janeiro;100000;100000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;1334;13340016;Miro Teixeira;PPS;12.363.1062.1E19.0002;1050000;RJ;Construção de Escola Técnica Federal em Pedra de Guaratiba/RJ - Estado do Rio de Janeiro;1050000;1050000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;3558;35580007;Eduardo Paes;PSDB;12.363.1062.6380.0082;100000;RJ;Fomento ao Desenvolvimento da Educação Profissional - Associação Assistencial de Apoio a Criança e ao Adolescente - Rio de Janeiro-RJ;100000;100000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;3558;35580008;Eduardo Paes;PSDB;12.364.1073.0048.0360;150000;RJ;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Universidade do Estado do Rio de Janeiro (UERJ) - Rio de Janeiro - RJ;150000;150000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;3558;35580009;Eduardo Paes;PSDB;12.363.1062.6380.0084;100000;RJ;Fomento ao Desenvolvimento da Educação Profissional - Fundação BIO-RIO - Rio de Janeiro-RJ;100000;100000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26101;M. da Educação;3558;35580016;Eduardo Paes;PSDB;12.364.1073.0048.0350;100000;RJ;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Pontifícia Universidade Católica do Rio de Janeiro - PUC/RJ - Rio de Janeiro - RJ;100000;100000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26201;Colégio Pedro II;1340;13400008;Roberto Jefferson;PTB;12.362.1061.6464.0033;100000;RJ;Modernização e Recuperação da Infra-Estrutura Física do Colégio Pedro II - No Estado do Rio de Janeiro;1081201;1081201;1076143,27;995351,12;921358,97
M. da Educação;RJ;Rio de Janeiro;01;26201;Colégio Pedro II;1468;14680007;Chico Alencar;PT;12.362.1378.2991.0002;400000;RJ;Funcionamento do Ensino Médio na Rede Federal - Pagamento de Novos Professores concursados em 2002 - no Estado do Rio de Janeiro;400000;400000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26217;CEFET Química/RJ;1345;13450019;Simão Sessim;PP;12.363.1062.6374.0033;150000;RJ;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Rio de Janeiro;1350000;1350000;181489,8;128679,98;118961,9
M. da Educação;RJ;Rio de Janeiro;01;26217;CEFET Química/RJ;1468;14680015;Chico Alencar;PT;12.363.1062.6374.0033;200000;RJ;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado do Rio de Janeiro;1350000;1350000;181489,8;128679,98;118961,9
M. da Educação;RJ;Rio de Janeiro;01;26236;UF - Fluminense/RJ;1468;14680016;Chico Alencar;PT;12.363.1062.6374.0062;100000;RJ;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - Rio de Janeiro - RJ;100000;100000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26298;FNDE;1468;14680003;Chico Alencar;PT;12.366.1060.0507.0046;200000;RJ;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - AECA - Estado do Rio de Janeiro;200000;200000;0;0;0
M. da Educação;RJ;Rio de Janeiro;01;26298;FNDE;1473;14730006;Deley;PV;12.367.1374.0511.0100;130000;RJ;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - APAES - Estado do Rio de Janeiro;130000;130000;130000;0;0
M. da Educação;RJ;Rio de Janeiro;01;26298;FNDE;1508;15080012;Leonardo Picciani;PMDB;12.362.1378.0962.0024;140000;RJ;Apoio ao Desenvolvimento do Ensino Médio - Ampliação de Escola Estadual - Rio de Janeiro-RJ (Dilma Madeira no Bairro Anchieta);140000;140000;0;0;0
M. da Educação;RJ;Rio de Janeiro;08;26101;M. da Educação;7120;71200016;Bancada do Rio de Janeiro;S/PARTIDO;12.364.1073.6373.0128;5188800;RJ;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Modernização e Recuperação de Infra-Estrutura Física das Instituições - Estado do Rio de Janeiro;5188800;5188800;0;0;0
M. da Educação;RJ;Rio de Janeiro;08;26217;CEFET Química/RJ;7120;71200003;Bancada do Rio de Janeiro;S/PARTIDO;12.364.1062.10UG.0002;2594400;RJ;Construção e modernização CEFET - Zona Oeste - Rio de Janeiro - RJ - Construção e Modernização de CEFET/Zona Oeste - Estado do Rio de Janeiro;2594400;2594400;0;0;0
M. da Educação;RN;Rio Grande do Norte;01;26243;UFRN;1198;11980013;Ney Lopes;PFL;12.364.1073.6368.0104;65000;RN;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Estado do Rio Grande do Norte;65000;65000;4899;0;0
M. da Educação;RN;Rio Grande do Norte;01;26243;UFRN;1255;12550007;Fátima Bezerra;PT;12.364.1073.6368.0068;100000;RN;Instrumental para Ensino e Pesquisa Destinado a Instituições Federais de Ensino Superior e Hospitais de Ensino - Equipamentos para a TV Universitária da UFRN - Estado do Rio Grande do Norte;100000;100000;29224,5;1295;1295
M. da Educação;RN;Rio Grande do Norte;08;26243;UFRN;7121;71210004;Bancada do Rio Grande do Norte;S/PARTIDO;12.364.1073.6373.0024;6880800;RN;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Rio Grande do Norte;9180800;9180800;2374448,27;2057123,09;2001442,75
M. da Educação;RO;Ouro Preto do Oeste;02;26298;FNDE;2049;20490002;Fátima Cleide;PT;12.367.1374.0959.0024;50000;RO;Apoio à Adequação de Prédios Escolares para a Educação Especial - Ouro Preto do Oeste-RO;50000;50000;50000;0;0
M. da Educação;RO;Porto Velho;01;26298;FNDE;3430;34300008;Marinha Raupp;PMDB;12.367.1374.0511.0094;200000;RO;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Ampliação e Equipamentos para APAE  - Porto Velho-RO;200000;200000;0;0;0
M. da Educação;RO;Rondônia;01;26101;M. da Educação;1158;11580003;Anselmo;PT;12.363.1062.0933.0002;200000;RO;Apoio às Instituições de Educação Profissional do Campo - Estado de Rondônia;200000;200000;0;0;0
M. da Educação;RO;Rondônia;01;26268;Fund. Univ. Fed. Rondônia;1170;11700003;Eduardo Valverde;PT;12.364.1073.6373.0011;200000;RO;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Rondônia;2445159;2445159;1359038,97;196571,39;196571,39
M. da Educação;RO;Rondônia;01;26268;Fund. Univ. Fed. Rondônia;3499;34990007;Nilton Capixaba;PTB;12.364.1073.6373.0186;200000;RO;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Campus Universitario de Cacoal - Estado de Rondônia;200000;200000;28297,5;0;0
M. da Educação;RO;Rondônia;02;26298;FNDE;2049;20490003;Fátima Cleide;PT;12.361.1376.0E01.0028;350000;RO;Apoio ao Desenvolvimento do Ensino Fundamental - Estado de Rondônia;350000;350000;350000;0;0
M. da Educação;RO;Rondônia;02;26342;EAF- Colorado do Oeste-RO;2049;20490006;Fátima Cleide;PT;12.363.1062.6374.0011;100000;RO;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Rondônia;260000;260000;226323,04;23157,97;22192,98
M. da Educação;RR;Roraima;01;26222;CEFET - RR;1051;10510004;Luciano Castro;PL;12.363.1062.6374.0014;50000;RR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Roraima;878228;878228;0;0;0
M. da Educação;RR;Roraima;01;26250;FUFRR;1124;11240008;Maria Helena;PPS;12.364.1073.6373.0014;400000;RR;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Roraima;875000;875000;30567,57;26961,67;26961,67
M. da Educação;RR;Roraima;02;26222;CEFET - RR;2050;20500002;Augusto Botelho;PDT;12.363.1062.6374.0014;150000;RR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Roraima;878228;878228;0;0;0
M. da Educação;RR;Roraima;02;26222;CEFET - RR;2050;20500006;Augusto Botelho;PDT;12.128.1067.4572.0014;300000;RR;Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação - No Estado de Roraima;510400;510400;186711,3;171056,39;169526,73
M. da Educação;RR;Roraima;02;26222;CEFET - RR;2319;23190002;Mozarildo Cavalcanti;PPS;12.363.1062.6374.0014;75000;RR;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Roraima;878228;878228;0;0;0
M. da Educação;RR;Roraima;02;26250;FUFRR;2050;20500007;Augusto Botelho;PDT;12.364.1073.6373.0014;350000;RR;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Roraima;875000;875000;30567,57;26961,67;26961,67
M. da Educação;RR;Roraima;02;26250;FUFRR;2319;23190010;Mozarildo Cavalcanti;PPS;12.364.1073.6373.0014;75000;RR;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado de Roraima;875000;875000;30567,57;26961,67;26961,67
M. da Educação;RR;São João da Baliza;01;26298;FNDE;1126;11260017;Suely Campos;PP;12.365.1065.09HJ.0004;100000;RR;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Escola para o Ensino Pré-Escolar - São João da Baliza - RR;100000;100000;0;0;0
M. da Educação;RS;Nova Candelária;01;26298;FNDE;9038;90380001;Orlando Desconsi;PT;12.361.1376.0E01.0074;30000;RS;Apoio ao Desenvolvimento do Ensino Fundamental - Reforma e Ampliação da Escola Municipal Papa Pio XII - Nova Candelária-RS;30000;30000;30000;0;0
M. da Educação;RS;Porto Alegre;01;26101;M. da Educação;1982;19820006;Luciana Genro;S/PARTIDO;12.302.1073.6379.0002;500000;RS;Complementação para o Funcionamento dos Hospitais de Ensino Federais - Hospital de Clínicas da Universidade Federal do Rio Grande do Sul - Porto Alegre - RS;500000;500000;0;0;0
M. da Educação;RS;Rio Grande do Sul;01;26101;M. da Educação;1984;19840002;Onyx Lorenzoni;PFL;12.364.1073.0048.0312;400000;RS;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado do Rio Grande do Sul;400000;400000;0;0;0
M. da Educação;RS;Rio Grande do Sul;01;26214;CEFET - Pelotas - RS;1982;19820018;Luciana Genro;S/PARTIDO;12.363.1062.2994.0002;300000;RS;Assistência ao Educando da Educação Profissional - no Estado do Rio Grande do Sul;300000;300000;299899,67;219811,16;218432,76
M. da Educação;RS;Rio Grande do Sul;01;26244;UFRS;1983;19830019;Maria do Rosário;PT;12.364.1073.6373.0208;180000;RS;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - Projeto Resgato do Patrimônio Histórico e Cultural - UFRGS - Estado do Rio Grande do Sul;180000;180000;180000;0;0
M. da Educação;RS;Rio Grande do Sul;01;26247;UF - Santa Maria/RS;1986;19860002;Paulo Pimenta;PT;12.364.1073.4004.0043;150000;RS;Serviços à Comunidade por meio da Extensão Universitária - No Estado do Rio Grande do Sul;470000;470000;445200;445164,87;445164,87
M. da Educação;RS;Rio Grande do Sul;01;26247;UF - Santa Maria/RS;3659;36590012;Cezar Schirmer;PMDB;12.364.1073.6373.0043;500000;RS;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Rio Grande do Sul;2426952;2626952;2161244,29;1204752;1204752
M. da Educação;RS;Rio Grande do Sul;01;26298;FNDE;3403;34030002;Eliseu Padilha;PMDB;12.361.1376.0E01.0058;600000;RS;Apoio ao Desenvolvimento do Ensino Fundamental - Estado do Rio Grande do Sul;600000;600000;0;0;0
M. da Educação;RS;Rio Grande do Sul;01;26298;FNDE;3657;36570002;Alceu Collares;PDT;12.367.1374.0511.0102;500000;RS;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Estado do Rio Grande do Sul;800000;800000;99989,9;0;0
M. da Educação;RS;Rio Grande do Sul;01;26298;FNDE;9038;90380002;Orlando Desconsi;PT;12.361.1376.0E01.0076;110000;RS;Apoio ao Desenvolvimento do Ensino Fundamental - Aquisição de Equipamentos de Informática nas Escolas Municipais - Estado do Rio Grande do Sul;110000;110000;110000;0;0
M. da Educação;RS;Rio Grande do Sul;01;26298;FNDE;9038;90380003;Orlando Desconsi;PT;12.361.1376.0E02.0058;120000;RS;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em Municípios do Estado do Rio Grande do Sul;120000;120000;0;0;0
M. da Educação;RS;Rio Grande do Sul;02;26298;FNDE;2024;20240003;Sérgio Zambiasi;PTB;12.367.1374.0511.0102;300000;RS;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Estado do Rio Grande do Sul;800000;800000;99989,9;0;0
M. da Educação;RS;Rio Grande do Sul;08;26101;M. da Educação;7122;71220019;Bancada do Rio Grande do Sul;S/PARTIDO;12.364.1073.6373.0043;5188800;RS;Modernização e Recuperação da Infra-Estrutura Física das Instituições Federais de Ensino Superior e dos Hospitais de Ensino - No Estado do Rio Grande do Sul;5188800;5188800;0;0;0
M. da Educação;RS;Rolante;01;26298;FNDE;3657;36570012;Alceu Collares;PDT;12.365.1065.09HJ.0030;100000;RS;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Escola Municipal - Rolante - RS;100000;100000;0;0;0
M. da Educação;RS;Rosário do Sul;01;26298;FNDE;3657;36570013;Alceu Collares;PDT;12.361.1376.0E02.0060;200000;RS;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Aquisição de Micro Ônibus - Rosário do Sul-RS;200000;200000;0;0;0
M. da Educação;RS;São Francisco de Assis;01;26298;FNDE;1986;19860005;Paulo Pimenta;PT;12.361.1376.0E02.0034;50000;RS;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - São Francisco de Assis-RS;50000;50000;0;0;0
M. da Educação;RS;São Luiz Gonzaga;01;26298;FNDE;3657;36570016;Alceu Collares;PDT;12.365.1065.09HJ.0032;70000;RS;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Ampliação e Reestruturação de Escola Municipal - São Luiz Gonzaga - RS;70000;70000;0;0;0
M. da Educação;RS;Tapes;01;26298;FNDE;3657;36570018;Alceu Collares;PDT;12.361.1376.0E02.0066;150000;RS;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Aquisição de Ônibus - Tapes-RS;150000;150000;0;0;0
M. da Educação;SC;Irineópolis;01;26298;FNDE;3653;36530009;Carlito Merss;PT;12.361.1376.0E01.0072;100000;SC;Apoio ao Desenvolvimento do Ensino Fundamental - Irineópolis-SC;100000;100000;100000;0;0
M. da Educação;SC;Joinville;01;26219;CFET-SC;3653;36530020;Carlito Merss;PT;12.363.1062.1E05.0002;400000;SC;Construção da Sede do CEFET - Joinville - SC - Construção da Sede Própria do CEFET - Joinville-SC;400000;400000;277198,83;0;0
M. da Educação;SC;Joinville;01;26298;FNDE;3653;36530008;Carlito Merss;PT;12.366.1060.0507.0066;250000;SC;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Joinville-SC;250000;250000;247500;0;0
M. da Educação;SC;Lages;01;26101;M. da Educação;1037;10370020;Edison Andrino;PMDB;12.364.1073.0048.0266;55000;SC;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Faculdade de Direito da Universidade do Planalto Catarinense - UNIPLAC - Lages-SC;55000;55000;0;0;0
M. da Educação;SC;Papanduva;01;26298;FNDE;3653;36530005;Carlito Merss;PT;12.367.1374.09FD.0016;60000;SC;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Papanduva-SC;60000;60000;0;0;0
M. da Educação;SC;Ponte Alta;01;26298;FNDE;1974;19740004;Mauro Passos;PT;12.361.1376.0E02.0032;150000;SC;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Ponte Alta-SC;150000;150000;0;0;0
M. da Educação;SC;Santa Catarina;01;26101;M. da Educação;1037;10370018;Edison Andrino;PMDB;12.364.1073.0048.0264;90000;SC;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado de Santa Catarina - UDESC - Campus de Lages - SC;90000;90000;0;0;0
M. da Educação;SC;Santa Catarina;01;26101;M. da Educação;3469;34690003;João Matos;PMDB;12.364.1073.0048.0336;100000;SC;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado de Santa Catarina;330000;330000;0;0;0
M. da Educação;SC;Santa Catarina;01;26101;M. da Educação;3654;36540003;Fernando Coruja;PPS;12.364.1073.0048.0336;80000;SC;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado de Santa Catarina;330000;330000;0;0;0
M. da Educação;SC;Santa Catarina;01;26101;M. da Educação;3654;36540004;Fernando Coruja;PPS;12.364.1073.0048.0336;150000;SC;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Estado de Santa Catarina;330000;330000;0;0;0
M. da Educação;SC;Santa Catarina;01;26219;CFET-SC;1037;10370001;Edison Andrino;PMDB;12.363.1062.6374.0042;190000;SC;Modernização e Recuperação de Infra-Estrutura Física de Instituições Federais de Educação Profissional - No Estado de Santa Catarina;870000;870000;652842,91;525482,15;488145,15
M. da Educação;SC;Santa Catarina;01;26246;UFSC;1973;19730002;Jorge Boeira;PT;12.364.1073.10BJ.0018;2250000;SC;INTERIORIZAÇÃO DE UNIVERSIDADES FEDERAIS - Implantação de Campus da UFSC na Região Sul de Santa Catarina;2250000;2250000;95530;0;0
M. da Educação;SC;Santa Catarina;01;26298;FNDE;1094;10940014;Paulo Bauer;PFL;12.361.1376.0E02.0002;340000;SC;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Em municípios do Estado de Santa Catarina;340000;340000;0;0;0
M. da Educação;SC;Santa Catarina;01;26298;FNDE;1972;19720008;Ivan Ranzolin;PP;12.361.1376.0E02.0030;50000;SC;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Estado de Santa Catarina;50000;50000;0;0;0
M. da Educação;SC;Santa Catarina;01;26298;FNDE;1972;19720009;Ivan Ranzolin;PP;12.367.1374.09FD.0006;50000;SC;Apoio à Aquisição de Veículos Escolares para a Educação Especial - Estado de Santa Catarina;50000;50000;0;0;0
M. da Educação;SC;Santa Catarina;08;26101;M. da Educação;7126;71260012;Bancada de Santa Catarina;S/PARTIDO;12.363.1062.6380.0078;14278400;SC;Fomento ao Desenvolvimento da Educação Profissional - Apoio à Expansão da Educação Profissional e Tecnológica no Estado de Santa Catarina;14278400;14278400;0;0;0
M. da Educação;SC;Santa Catarina;08;26101;M. da Educação;7126;71260016;Bancada de Santa Catarina;S/PARTIDO;12.364.1073.10BJ.0020;5188800;SC;INTERIORIZAÇÃO DE UNIVERSIDADES FEDERAIS - Estado de Santa Catarina;5188800;5188800;0;0;0
M. da Educação;SP;Americana;01;26298;FNDE;1578;15780001;Ildeu Araújo;PP;12.367.1374.0511.0090;100000;SP;APOIO AO DESENVOLVIMENTO DA EDUCAÇÃO ESPECIAL - Apoio ao Desenvolvimento da Educação Especial - APAE - Americana-SP;100000;100000;100000;0;0
M. da Educação;SP;Arujá;01;26298;FNDE;3228;32280004;Ivan Valente;PT;12.365.1065.09HJ.0024;150000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Arujá - SP (Bairro Mirante/Pinheiro);150000;150000;0;0;0
M. da Educação;SP;Bebedouro;01;26298;FNDE;3349;33490007;Salvador Zimbaldi;PTB;12.361.1376.0E01.0050;60000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Educandário Santo Antônio de Bebedouro - Bebedouro-SP;60000;60000;60000;0;0
M. da Educação;SP;Caieiras;01;26298;FNDE;1410;14100005;Arnaldo Faria de Sá;PTB;12.361.1376.0E01.0016;100000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Caieiras-SP;100000;100000;0;0;0
M. da Educação;SP;Campinas;01;26101;M. da Educação;1535;15350003;Dr. Pinotti;PFL;12.364.1073.0048.0196;200000;SP;APOIO A ENTIDADES DE ENSINO SUPERIOR NÃO FEDERAIS - Apoio ao Centro de Atenção Integral à Saúde da Mulher - CAISM da UNICAMP - Campinas - SP;200000;200000;0;0;0
M. da Educação;SP;Campinas;01;26298;FNDE;1453;14530004;Luiz Eduardo Greenhalgh;PT;12.365.1065.09HJ.0034;170000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Escola de Educação Infantil em Centro de Convivência do Jardim Campo - Campinas - SP;170000;170000;0;0;0
M. da Educação;SP;Diadema;01;26298;FNDE;3619;36190006;Professor Luizinho;PT;12.361.1376.0E01.0070;300000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Diadema-SP;300000;300000;297000;0;0
M. da Educação;SP;Ferraz de Vasconcelos;01;26298;FNDE;1597;15970001;Jovino Cândido;PV;12.366.1060.0507.0050;200000;SP;Apoio a Projetos Especiais para Oferta de Educação Básica a Jovens e Adultos - Ferraz de Vasconcelos-SP;200000;200000;0;0;0
M. da Educação;SP;Guarujá;01;26101;M. da Educação;1106;11060003;Mariangela Duarte;PT;12.363.1062.6380.0028;100000;SP;Fomento ao Desenvolvimento da Educação Profissional - Aquisição de Equipamento para Escola Municipal Profissionalizante 1º de Maio II - Guarujá - SP;100000;100000;0;0;0
M. da Educação;SP;Itariri;01;26298;FNDE;1106;11060005;Mariangela Duarte;PT;12.365.1065.09HJ.0002;220000;SP;Apoio à Reestruturação da Rede Física Pública de Educação Infantil - Construção de Creches - Itariri - SP (Bairros Nova Itariri e Boa Esperança);220000;220000;220000;0;0
M. da Educação;SP;Itirapina;01;26298;FNDE;1599;15990006;Lobbe Neto;PSDB;12.367.1374.09EG.0002;30000;SP;Apoio à Distribuição de Equipamentos para a Educação Especial - Aquisição de Equipamentos de Informática para APAE - Itirapina-SP;30000;30000;0;0;0
M. da Educação;SP;Limeira;01;26298;FNDE;1540;15400011;Durval Orlato;PT;12.361.1376.0E01.0078;100000;SP;Apoio ao Desenvolvimento do Ensino Fundamental - Aquisição de Computadores para a Rede Pública de Ensino - Limeira - SP;100000;100000;100000;0;0
M. da Educação;SP;Limeira;01;26298;FNDE;1581;15810002;Jefferson Campos;PMDB;12.361.1376.0E02.0018;80000;SP;Apoio à Aquisição de Veículos Escolares para o Ensino Fundamental - Limeira-SP;80000;80000;0;0;0
